DATE,AvgTemp
06-04-2018,48
07-04-2018,44
08-04-2018,44
09-04-2018,43
10-04-2018,46
11-04-2018,46
12-04-2018,45
13-04-2018,42
14-04-2018,43
15-04-2018,41
16-04-2018,44
17-04-2018,45
18-04-2018,48
19-04-2018,43
20-04-2018,39
21-04-2018,44
22-04-2018,48
23-04-2018,50
24-04-2018,47
25-04-2018,43
26-04-2018,44
27-04-2018,45
28-04-2018,46
29-04-2018,50
30-04-2018,48
01-05-2018,49
02-05-2018,46
03-05-2018,48
04-05-2018,46
05-05-2018,48
06-05-2018,48
07-05-2018,49
08-05-2018,49
09-05-2018,50
10-05-2018,48
11-05-2018,46
12-05-2018,45
13-05-2018,44
14-05-2018,44
15-05-2018,46
16-05-2018,44
17-05-2018,44
18-05-2018,46
19-05-2018,50
20-05-2018,50
21-05-2018,49
22-05-2018,50
23-05-2018,52
24-05-2018,56
25-05-2018,55
26-05-2018,56
27-05-2018,53
28-05-2018,50
29-05-2018,47
30-05-2018,52
31-05-2018,55
01-06-2018,53
02-06-2018,54
03-06-2018,56
04-06-2018,55
05-06-2018,52
06-06-2018,46
07-06-2018,49
08-06-2018,47
09-06-2018,50
10-06-2018,49
11-06-2018,48
12-06-2018,45
13-06-2018,46
14-06-2018,47
15-06-2018,47
16-06-2018,46
17-06-2018,51
18-06-2018,51
19-06-2018,51
20-06-2018,53
21-06-2018,52
22-06-2018,52
23-06-2018,53
24-06-2018,51
25-06-2018,49
26-06-2018,49
27-06-2018,50
28-06-2018,51
29-06-2018,47
30-06-2018,50
01-07-2018,46
02-07-2018,44
03-07-2018,46
04-07-2018,47
05-07-2018,51
06-07-2018,51
07-07-2018,47
08-07-2018,46
09-07-2018,43
10-07-2018,47
11-07-2018,51
12-07-2018,51
13-07-2018,53
14-07-2018,49
15-07-2018,48
16-07-2018,52
17-07-2018,53
18-07-2018,51
19-07-2018,50
20-07-2018,50
21-07-2018,53
22-07-2018,54
23-07-2018,53
24-07-2018,51
25-07-2018,50
26-07-2018,50
27-07-2018,51
28-07-2018,53
29-07-2018,53
30-07-2018,49
31-07-2018,50
01-08-2018,50
02-08-2018,47
03-08-2018,49
04-08-2018,51
05-08-2018,55
06-08-2018,56
07-08-2018,55
08-08-2018,49
09-08-2018,52
10-08-2018,49
11-08-2018,49
12-08-2018,50
13-08-2018,50
14-08-2018,47
15-08-2018,48
16-08-2018,47
17-08-2018,47
18-08-2018,51
19-08-2018,50
20-08-2018,50
21-08-2018,50
22-08-2018,47
23-08-2018,46
24-08-2018,50
25-08-2018,50
26-08-2018,46
27-08-2018,46
28-08-2018,45
29-08-2018,48
30-08-2018,47
31-08-2018,46
01-09-2018,47
02-09-2018,48
03-09-2018,50
04-09-2018,49
05-09-2018,50
06-09-2018,46
07-09-2018,46
08-09-2018,46
09-09-2018,47
10-09-2018,47
11-09-2018,50
12-09-2018,47
13-09-2018,46
14-09-2018,46
15-09-2018,47
16-09-2018,48
17-09-2018,49
18-09-2018,47
19-09-2018,50
20-09-2018,49
21-09-2018,51
22-09-2018,54
23-09-2018,54
24-09-2018,51
25-09-2018,49
26-09-2018,47
27-09-2018,48
28-09-2018,51
29-09-2018,52
30-09-2018,53
01-10-2018,52
02-10-2018,49
03-10-2018,50
04-10-2018,51
05-10-2018,49
06-10-2018,46
07-10-2018,47
08-10-2018,47
09-10-2018,46
10-10-2018,45
11-10-2018,46
12-10-2018,46
13-10-2018,48
14-10-2018,48
15-10-2018,45
16-10-2018,48
17-10-2018,45
18-10-2018,44
20-10-2018,43
21-10-2018,42
22-10-2018,44
23-10-2018,45
24-10-2018,47
25-10-2018,47
26-10-2018,45
27-10-2018,45
28-10-2018,47
29-10-2018,46
30-10-2018,49
31-10-2018,49
01-11-2018,49
02-11-2018,44
03-11-2018,40
04-11-2018,40
05-11-2018,43
06-11-2018,40
07-11-2018,42
08-11-2018,42
09-11-2018,45
10-11-2018,46
11-11-2018,43
12-11-2018,45
13-11-2018,46
14-11-2018,47
15-11-2018,46
16-11-2018,46
17-11-2018,46
18-11-2018,44
19-11-2018,43
20-11-2018,45
21-11-2018,44
22-11-2018,41
23-11-2018,42
24-11-2018,48
25-11-2018,48
26-11-2018,49
27-11-2018,49
28-11-2018,49
29-11-2018,48
30-11-2018,45
01-12-2018,44
02-12-2018,42
03-12-2018,45
04-12-2018,48
05-12-2018,45
06-12-2018,44
07-12-2018,45
08-12-2018,44
09-12-2018,45
10-12-2018,46
11-12-2018,47
12-12-2018,47
13-12-2018,45
14-12-2018,46
15-12-2018,47
16-12-2018,49
17-12-2018,51
18-12-2018,43
19-12-2018,42
20-12-2018,48
21-12-2018,50
22-12-2018,47
23-12-2018,47
24-12-2018,44
25-12-2018,42
26-12-2018,40
27-12-2018,39
28-12-2018,40
29-12-2018,42
30-12-2018,46
