spell,event,ui,logwage,age
6,0,1,6.21261,40
5,0,1,5.71703,44
1,1,0,5.64191,25
1,0,0,5.273,25
3,1,0,5.84932,54
2,1,0,5.86079,46
5,1,0,5.33754,30
2,0,0,5.56068,45
4,0,1,6.31897,35
7,0,1,5.60212,49
1,0,0,5.15906,20
5,0,1,5.273,39
14,0,1,6.07304,40
28,0,1,5.47646,26
2,1,0,6.47851,43
7,0,1,5.84932,32
1,0,1,6.47851,30
4,1,0,5.04986,28
2,0,0,4.75359,25
7,1,1,4.76217,49
4,0,1,5.56068,34
2,1,0,6.03309,34
1,0,0,6.33505,31
16,0,0,4.93447,20
5,0,1,6.39526,33
3,0,1,5.82305,38
3,0,1,5.49306,24
17,0,1,5.65599,31
12,0,1,5.97889,30
2,0,1,6.01616,56
3,0,1,5.94542,33
1,0,1,5.743,41
5,0,1,4.93447,25
9,1,1,5.15906,57
1,1,1,5.94017,24
7,0,1,5.78383,32
1,0,0,5.3799,41
7,0,1,5.84932,27
8,0,1,5.62762,30
2,0,1,5.56068,49
1,0,1,5.84932,33
3,0,0,5.33754,21
5,0,0,5.33754,20
2,0,1,5.56068,21
7,0,1,6.12249,31
13,0,1,6.60394,45
12,0,1,5.15906,52
3,0,1,6.2519,39
4,1,1,6.54247,36
1,0,1,2.70805,38
7,0,1,6.40853,45
1,0,1,5.71703,39
4,1,1,5.62762,28
2,0,1,5.49306,26
2,1,0,5.33754,50
8,0,1,5.70711,56
10,0,0,5.90536,26
3,0,1,5.84932,28
11,0,1,6.25575,41
2,0,0,5.3799,55
2,0,1,5.3799,53
3,0,1,5.29832,45
6,0,1,5.3799,34
2,0,0,5.62762,32
3,0,1,5.84932,33
6,0,1,5.56068,25
5,0,1,6.07304,24
2,0,0,5.71703,25
13,1,1,6.80793,53
5,0,0,4.68213,35
10,0,0,5.56068,27
7,0,1,5.67332,21
6,0,1,6.07304,31
5,0,1,5.04986,24
5,0,1,5.71703,31
6,0,1,5.84932,22
13,0,1,6.03309,40
5,0,1,5.45104,29
7,0,0,5.71703,48
4,0,0,5.15906,21
6,1,1,6.16752,41
7,0,1,5.15906,49
12,0,1,5.96615,43
8,1,1,6.21261,27
14,0,1,6.07304,60
2,0,0,5.3799,40
27,1,1,5.84932,50
1,0,0,6.21261,30
5,0,1,5.56068,21
11,1,1,5.56068,41
4,0,1,5.743,25
7,0,1,5.96615,37
3,0,0,4.86753,20
3,0,0,5.3799,20
2,0,0,5.67675,39
9,0,0,4.83628,51
3,0,0,5.79909,36
1,1,0,5.62762,22
11,1,1,5.15906,43
6,1,1,5.15906,28
5,1,1,5.96615,37
7,1,1,5.49306,35
5,0,1,5.56068,32
6,0,1,6.2804,39
1,1,0,5.15906,30
3,0,1,5.56068,22
7,0,1,6.10702,50
1,1,0,6.25575,40
20,0,1,5.56068,32
4,0,1,6.33505,35
5,0,0,5.3799,35
15,0,0,5.33754,25
13,0,0,4.70953,21
5,0,1,6.30445,41
1,0,1,5.50533,48
3,1,1,5.29832,25
1,1,0,5.68698,49
7,0,1,5.71703,27
3,1,0,6.07304,28
26,0,0,5.64191,22
1,0,0,5.25227,22
7,1,1,6.12249,47
1,1,0,5.84932,31
2,1,0,5.71703,24
2,0,0,4.86753,36
7,1,0,5.56068,28
4,0,1,5.84644,25
3,1,1,5.59471,43
1,0,0,5.33754,42
4,0,1,4.46591,58
5,0,0,5.15906,25
13,0,1,6.46459,57
3,0,0,6.07304,48
2,0,0,5.56068,57
2,1,0,5.71703,30
5,0,1,5.04986,42
15,1,1,6.30628,49
1,0,1,5.743,36
2,0,1,5.45532,23
13,0,1,5.94542,60
7,0,1,4.96284,34
7,0,1,5.71703,31
1,1,0,5.56068,22
11,0,1,5.33754,22
2,1,0,4.79579,34
3,0,0,4.86753,56
6,1,0,5.84932,49
2,0,0,6.98934,45
1,1,0,5.20401,24
1,1,0,6.07304,31
1,0,0,6.25575,24
3,1,1,6.47851,31
7,1,1,5.84932,31
1,1,0,4.86753,35
3,0,0,5.15906,39
1,0,0,5.84932,21
2,1,1,5.56068,20
3,1,0,5.15906,24
5,1,0,5.3799,31
1,0,0,5.02388,47
5,0,1,6.25575,35
5,0,1,6.55108,38
1,1,0,6.07304,32
3,0,1,5.3799,30
2,1,0,5.15906,50
3,1,0,5.04986,21
2,1,0,4.89784,24
2,0,0,5.45532,24
2,0,0,4.86753,23
1,1,1,6.12249,28
2,0,0,5.78383,38
1,0,0,5.84932,31
26,0,0,6.76619,35
1,0,0,6.29527,26
3,1,0,5.49306,20
1,1,0,5.3799,20
3,0,0,4.68213,40
5,1,1,5.04986,42
1,1,0,5.69373,35
4,1,1,5.49306,37
1,1,0,5.96615,43
2,1,0,5.84932,30
5,1,1,5.15906,57
1,1,0,5.7589,21
1,1,0,6.62141,40
2,0,0,5.25227,43
19,0,1,5.3799,44
1,1,0,5.28827,28
2,1,0,5.75257,29
7,1,1,5.3799,21
15,0,1,6.33505,48
6,1,1,5.84932,42
9,1,1,6.19848,40
2,1,0,5.3799,32
5,0,0,5.71703,34
4,1,1,6.71417,32
7,0,0,5.02388,35
17,0,1,6.76619,44
2,0,0,5.33754,21
7,1,1,6.16542,44
10,0,1,6.47851,61
4,0,0,6.40853,38
8,0,1,5.3799,56
1,1,0,5.81114,57
2,1,1,5.95584,42
2,1,1,6.07304,43
2,0,1,7.41998,44
13,1,1,6.07304,26
3,0,1,5.89715,60
3,0,0,6.71417,53
11,1,1,7.41998,45
1,0,1,5.93225,60
7,0,1,5.96615,59
1,0,0,6.05209,27
4,0,1,6.03309,28
11,0,1,6.07304,35
2,1,0,5.47646,21
2,1,0,4.86753,24
6,1,1,6.43935,53
8,0,1,5.66643,59
11,1,1,6.76619,46
4,1,1,5.62762,42
7,1,0,5.98896,39
5,1,1,7.35372,37
4,1,1,6.03309,59
3,1,1,5.84932,59
2,1,1,5.79909,42
3,0,1,5.47646,22
5,0,1,5.95324,33
9,0,1,5.15906,27
3,1,1,6.98934,39
22,0,1,6.18621,44
3,0,0,4.93447,20
13,0,1,5.3799,33
1,1,0,5.16479,38
2,0,1,6.40853,43
5,0,1,4.76217,44
3,0,1,4.96284,52
3,0,0,5.15906,29
2,0,0,5.3799,31
2,0,1,5.03695,25
7,1,1,5.29832,40
2,1,1,4.93447,31
4,1,1,5.55683,37
3,0,1,5.56068,37
27,1,1,5.02388,39
15,1,1,5.15906,22
2,0,0,5.15906,40
20,0,1,5.47646,56
14,1,0,6.41999,32
7,1,1,5.71703,32
8,0,1,5.33754,31
1,0,0,6.54247,28
14,0,1,5.15906,34
1,0,0,5.96615,29
3,0,1,5.55683,49
3,0,0,6.16752,40
1,0,1,5.56068,20
1,1,0,5.56068,37
1,1,0,6.07304,61
13,0,1,6.07304,46
5,0,0,5.36129,20
11,1,1,6.45047,43
1,1,0,5.33754,60
13,0,0,6.07304,32
1,1,0,7.41998,39
7,0,0,4.93447,39
1,1,0,5.56068,40
1,0,0,5.15906,41
1,1,0,5.33754,27
5,0,1,5.10595,44
1,0,0,5.3799,31
13,0,1,5.71703,57
2,0,1,6.21661,26
3,0,1,5.56068,23
2,0,1,6.07304,29
7,0,1,5.273,43
11,1,0,5.15906,20
1,0,1,6.37161,50
12,0,1,6.07304,40
5,0,1,6.07304,47
3,0,1,6.43775,37
3,0,1,6.03309,28
12,0,1,6.58341,47
3,0,0,7.1025,33
3,0,1,5.96615,21
5,1,1,6.33505,27
1,1,0,6.31173,30
16,1,1,5.33754,20
18,0,1,6.25575,38
13,0,1,6.11147,32
3,1,1,5.9108,40
7,1,0,7.17166,44
1,1,0,5.3799,23
9,0,1,5.78383,24
3,0,1,5.62762,22
6,0,0,5.15906,22
13,0,1,6.76619,57
4,0,1,5.84932,26
4,0,1,6.25575,34
3,0,0,6.25575,21
7,1,1,5.743,30
2,1,0,5.62762,25
1,0,0,5.64191,23
1,1,0,6.07304,36
21,0,1,6.18621,44
6,0,1,6.33505,30
17,0,1,6.25575,42
14,0,1,5.56068,50
4,0,1,5.33754,24
1,0,0,6.40853,43
7,0,1,5.71703,23
9,1,1,5.84064,25
11,1,1,6.03309,30
13,0,1,6.11147,61
1,1,0,5.56068,21
3,0,1,6.54247,32
3,1,1,5.84932,41
9,1,1,5.56068,27
4,0,1,5.79909,25
1,1,0,4.64439,22
4,0,0,5.20401,56
6,0,0,4.99721,41
16,1,1,5.59471,22
1,1,0,5.8861,50
1,1,0,6.1506,51
7,0,1,4.86753,31
2,0,0,5.25227,44
3,0,1,5.52943,33
6,1,1,5.20401,28
1,1,0,5.3799,36
4,0,1,5.47227,53
1,0,1,5.15906,22
21,0,0,6.76619,50
1,1,0,5.56068,45
2,0,1,5.64191,30
3,0,1,5.3799,31
1,0,0,5.15906,40
27,1,0,4.46591,48
19,1,1,5.84932,35
3,1,1,6.66057,36
5,1,0,5.42054,24
7,0,1,6.61473,37
2,0,0,5.56068,30
1,0,0,6.07304,41
7,0,0,5.1299,30
9,0,1,5.71703,37
1,1,0,5.84932,33
7,1,1,6.50429,60
3,1,0,5.3799,35
3,1,0,4.93447,24
9,0,1,5.25227,27
7,1,0,5.58725,42
1,0,1,5.27811,42
10,0,1,5.50939,56
3,0,1,6.40688,34
14,0,1,6.33505,29
7,0,1,4.86753,24
6,0,1,5.62762,61
6,0,1,5.98896,23
1,1,0,5.743,29
2,0,1,5.70378,29
3,1,0,5.25227,45
1,1,0,5.42054,25
9,0,1,6.40853,37
3,0,0,5.89715,23
7,0,1,5.31321,40
15,1,0,5.04986,35
1,1,0,6.05209,40
5,0,1,6.13123,28
8,0,1,5.3799,44
1,1,1,5.68358,23
2,0,1,5.71703,34
4,0,1,5.56068,31
2,1,0,5.59471,32
13,0,1,6.16752,27
5,0,0,6.66057,30
4,1,0,5.56068,55
3,0,0,4.93447,32
7,0,0,6.38012,31
5,0,1,5.3799,27
4,0,0,4.99721,37
9,0,0,5.49306,27
1,1,0,6.12249,49
8,0,1,5.89715,49
7,1,1,6.34036,33
5,0,1,5.78383,22
5,1,1,6.07304,32
7,0,0,5.84932,27
3,1,1,5.33754,25
15,0,1,4.79579,25
2,1,1,5.62762,51
14,0,0,4.99721,41
5,0,0,5.04986,20
7,0,0,5.56834,55
2,0,1,4.79579,35
3,0,1,5.20401,36
9,0,1,5.96615,56
13,0,1,6.54247,47
12,0,1,5.84932,28
1,1,0,5.84932,38
1,1,0,6.16752,34
3,1,0,5.15906,49
3,0,0,6.3315,38
1,0,0,5.15906,43
11,0,1,5.56068,30
1,1,0,6.25575,36
7,0,1,4.86753,53
1,0,0,5.89715,31
1,0,0,5.3799,38
6,0,1,5.8693,40
2,1,0,5.56068,32
1,1,0,5.79909,40
3,1,0,6.25575,55
2,0,0,5.56068,33
3,1,0,6.07304,23
2,1,0,5.56068,37
4,1,1,6.02102,38
2,0,0,5.29832,27
4,1,0,4.86753,41
5,0,1,4.55388,42
1,0,0,3.63759,21
4,0,1,5.7589,42
2,0,0,4.46591,37
3,0,0,6.07304,48
3,1,0,5.65599,54
2,0,0,5.78383,37
7,1,0,5.96615,26
6,0,0,6.45047,35
1,1,1,6.11147,56
5,1,0,5.29832,41
9,0,0,4.46591,29
3,1,0,5.15906,30
1,1,0,5.56068,29
3,0,1,5.15906,35
1,1,0,6.16752,35
1,1,0,5.10595,37
2,0,0,6.28786,38
5,1,1,5.96615,27
3,0,0,5.15906,21
5,1,1,6.03309,31
3,0,0,5.3799,21
1,1,0,5.33754,21
6,0,1,5.89715,26
2,0,0,5.15906,25
1,0,0,5.3799,35
7,0,1,5.96615,40
1,1,1,6.50129,26
2,1,1,5.84932,37
2,1,1,6.03309,35
4,1,0,6.90875,49
3,0,0,4.93447,31
2,1,0,5.62762,27
2,0,0,4.81218,27
2,0,0,4.86753,21
1,0,0,5.15906,25
1,1,0,4.99721,42
4,0,1,5.273,22
1,1,0,5.62762,38
2,0,1,5.94017,41
14,0,1,5.33754,45
4,1,0,6.55108,44
9,0,1,6.54247,35
9,1,1,5.80814,29
5,0,1,6.16752,31
3,1,1,5.15906,27
1,1,0,5.56068,50
7,0,1,4.46591,21
5,0,0,5.96615,28
3,0,0,5.3799,22
15,0,1,5.89715,43
1,0,0,5.15906,25
1,0,0,5.69373,34
2,0,0,5.56068,20
4,0,0,4.86753,29
18,0,1,5.65599,31
15,1,1,6.11147,44
2,1,0,6.40523,40
1,0,0,5.96615,27
1,1,0,6.86171,55
7,0,1,5.3799,30
2,0,1,5.3799,27
3,0,0,4.72739,22
13,0,1,5.64191,46
2,1,0,5.33754,30
4,0,1,6.07304,35
14,0,1,4.76217,40
3,1,0,5.71703,38
3,0,1,4.76217,29
3,1,0,6.21661,56
7,1,0,4.65396,30
9,0,1,5.04986,49
4,1,0,6.12687,42
12,0,1,5.3799,33
12,0,1,5.3799,40
5,0,1,6.07304,55
1,1,0,6.56527,57
4,0,0,6.25575,43
4,0,0,6.07304,50
8,0,0,5.743,38
9,0,1,5.15906,23
2,0,1,6.07304,27
3,1,1,5.62762,41
3,0,0,5.56068,26
17,1,0,6.40853,39
3,0,1,5.3799,22
1,1,1,5.71703,37
1,0,0,5.3799,22
5,0,1,5.39363,24
6,1,1,5.64545,41
2,0,0,5.18178,35
4,0,0,4.72739,55
7,1,1,5.15906,29
3,1,1,5.56068,35
11,1,1,5.61677,32
2,0,0,5.3799,43
2,0,1,5.96615,22
2,0,0,5.33754,27
14,0,1,5.56068,32
14,0,1,5.3799,51
11,0,0,4.96284,21
13,0,1,5.49306,53
1,1,0,5.15906,25
11,1,0,4.93447,20
5,0,0,4.76217,20
5,0,0,5.15906,20
3,0,0,5.22575,36
1,0,0,4.72739,34
4,0,1,5.56068,29
2,0,0,4.79579,22
5,1,1,5.15906,41
15,0,1,5.71703,30
5,0,0,5.3799,21
7,1,1,5.93225,34
1,1,0,6.07304,24
5,1,1,5.15906,22
5,0,0,6.76619,40
5,1,1,5.63479,32
12,0,1,5.25227,47
4,1,0,5.15906,20
5,0,0,4.83628,54
3,0,1,6.25575,31
3,0,0,5.15906,23
2,0,0,5.15906,27
1,1,0,5.33754,30
1,1,0,5.743,26
2,0,0,4.79579,33
2,0,0,4.86753,42
2,0,0,5.56068,22
11,0,0,5.90536,33
1,0,0,6.47851,34
1,1,0,5.71703,36
2,0,1,6.33505,21
2,0,0,5.09987,37
5,0,1,5.29832,33
2,0,1,5.89164,31
1,0,0,5.3799,36
26,0,1,6.12249,45
3,0,1,6.07304,61
16,0,1,6.07304,35
2,0,1,5.273,25
3,0,0,6.18621,56
10,0,1,5.84932,38
1,0,1,5.84932,43
1,1,0,5.56068,30
1,1,0,6.25575,36
2,1,1,6.50429,42
5,0,1,5.65599,41
5,1,1,6.25575,27
3,0,1,5.19296,60
1,1,0,6.64898,50
6,0,0,5.78383,38
13,0,1,6.2804,50
19,0,0,5.96615,25
2,1,0,5.56068,46
7,0,0,5.04986,46
10,0,1,6.07304,58
1,0,0,5.84932,28
5,1,1,6.07304,59
7,0,1,5.29832,40
2,0,1,5.84932,30
2,1,0,5.29832,28
12,0,1,5.3799,59
12,0,1,5.3799,51
6,0,1,6.16752,37
14,1,1,6.25575,28
2,0,0,4.23411,21
5,0,1,5.3799,41
5,0,0,5.273,22
1,1,0,5.3799,23
3,1,0,5.62762,29
2,1,0,5.49306,35
10,0,1,5.96615,58
1,0,0,5.84932,34
1,1,0,5.3799,29
5,0,0,5.49306,24
7,0,0,5.84932,22
6,1,1,6.16752,28
4,0,0,6.21661,30
2,0,1,5.79909,22
2,0,1,5.20401,21
3,0,1,6.07304,26
2,0,0,5.89715,25
4,1,1,5.65599,33
1,0,0,4.99721,27
1,1,1,5.79909,37
7,1,1,5.45532,38
2,1,0,4.99721,26
1,0,0,5.04986,33
1,1,0,5.81114,26
14,0,1,5.65599,50
2,0,1,4.86753,47
7,1,0,6.66057,47
7,0,1,5.15906,39
5,1,0,5.84932,29
3,1,0,5.64191,50
1,0,0,6.76619,46
5,0,0,5.25227,20
3,0,0,5.96615,54
2,0,0,5.56068,31
13,1,1,5.94542,40
6,0,0,5.60947,33
7,0,0,5.56068,32
1,0,0,5.4848,27
4,0,1,5.71703,33
9,1,0,5.743,30
1,1,0,5.96615,50
9,0,1,5.89715,34
5,0,0,4.79579,37
3,0,1,5.15906,32
3,0,1,6.54247,55
3,0,1,5.273,22
2,0,1,5.42054,42
2,0,0,6.07304,40
14,0,1,5.15906,29
1,1,0,6.40853,37
1,1,0,5.84932,52
3,0,0,5.92158,27
2,0,0,5.3799,39
7,0,1,5.89715,37
2,0,1,6.40853,27
5,0,1,6.25575,56
22,0,0,5.23111,41
1,1,0,5.96615,32
4,0,1,7.29641,38
2,0,0,5.84932,30
7,0,1,5.29832,42
27,1,1,5.70378,42
10,0,1,6.68461,54
4,1,1,6.10925,52
7,0,1,5.16479,50
7,1,0,4.82831,21
3,0,0,5.52146,26
2,0,0,6.04025,34
9,0,0,5.273,31
3,0,1,6.17379,39
10,0,1,7.27379,49
7,0,0,5.70378,28
1,0,0,6.29157,49
1,0,0,5.52146,31
1,0,0,5.57595,46
1,1,0,5.4161,37
9,1,1,6.21461,32
2,1,0,5.8861,22
1,1,0,6.39693,44
3,0,0,6.39693,33
3,0,0,5.19296,33
1,0,0,5.99146,20
5,1,1,5.61677,21
2,1,0,6.05209,31
6,0,0,6.36303,45
21,1,1,6.15273,33
5,0,1,5.61677,25
4,1,1,6.21461,50
3,0,0,5.29832,26
4,0,0,5.48064,33
2,1,0,6.21461,42
2,1,1,5.70378,38
7,1,1,5.29832,34
12,0,1,5.01064,42
1,1,0,6.39693,46
1,1,0,6.21461,27
2,0,0,5.1358,26
8,1,0,5.85793,23
7,0,1,5.47227,24
7,0,0,5.52146,21
14,0,1,6.10925,36
10,0,1,6.21461,32
5,1,1,6.47697,32
15,0,1,5.19296,28
2,1,1,6.21461,31
3,0,0,5.4161,23
1,0,0,6.08222,43
3,1,0,5.29832,50
3,0,0,5.6204,45
13,0,1,5.52146,23
5,1,0,5.8861,33
2,0,0,5.63479,39
4,0,1,5.61677,28
2,0,0,5.01064,24
1,1,0,7.6004,40
2,1,0,5.29832,21
7,0,0,5.29832,28
7,1,1,6.30992,42
7,0,1,5.59842,40
7,1,0,6.04025,24
1,1,0,5.70378,25
9,0,1,5.95584,34
1,0,0,5.01064,20
2,0,1,5.07517,21
7,1,0,4.89784,24
7,0,0,6.13123,28
1,1,0,5.99146,40
14,1,1,6.16331,45
5,0,1,5.99146,31
5,1,0,5.42054,21
1,1,0,6.04025,32
14,1,1,6.21461,48
5,0,0,4.91265,24
2,0,1,5.85793,46
9,1,1,5.52146,23
6,1,0,5.92693,23
5,0,0,6.55108,32
2,0,0,5.99146,36
2,0,0,5.52146,22
13,0,1,6.10925,45
2,0,0,6.35437,52
7,1,1,5.61677,32
3,0,1,5.29832,21
3,0,0,5.85793,51
9,1,1,5.70378,22
2,1,1,5.61677,42
13,1,1,6.21461,58
2,0,1,5.29832,27
4,0,1,4.82831,36
1,1,0,5.01064,36
4,0,1,6.05209,53
3,1,1,6.10925,25
5,0,0,5.63479,28
7,0,1,6.21461,30
5,0,1,5.70378,45
25,0,0,5.19296,40
15,0,1,5.8522,36
7,0,0,6.08677,30
4,0,1,5.99146,35
3,0,1,5.94017,44
1,1,0,6.55108,31
1,1,0,5.99146,42
14,0,1,6.01616,55
8,0,1,5.29832,27
5,0,1,4.90527,29
9,0,1,6.55108,30
3,1,0,5.85793,26
13,0,1,5.29832,59
3,0,0,5.99146,32
6,0,0,4.82831,27
9,0,0,4.98361,30
5,0,1,5.63479,37
10,0,1,5.16479,32
14,1,0,4.89784,37
4,0,1,5.99146,47
4,0,0,5.48064,22
9,0,0,5.24702,50
2,0,0,5.29832,22
1,1,0,6.30992,30
9,0,1,6.10925,37
5,0,1,6.10925,50
3,0,1,5.56068,26
4,1,1,6.21461,26
9,0,0,4.90527,26
2,0,0,5.70378,35
8,0,1,5.82895,23
25,0,1,5.01064,23
27,0,1,5.01064,38
12,0,1,6.08677,38
10,0,1,5.70378,32
3,1,0,5.01064,33
3,0,0,5.01064,23
14,0,1,6.16121,42
5,0,1,6.30992,41
9,0,1,6.18826,43
3,0,1,5.99146,49
5,0,1,6.21461,30
1,0,0,6.47697,29
2,1,0,6.27099,35
2,0,0,5.16479,23
7,0,1,5.99146,57
4,0,0,5.63479,27
3,0,0,5.2832,36
11,0,1,5.29832,20
3,1,0,5.19296,22
1,1,0,6.90776,35
13,0,0,5.29832,38
2,0,1,6.71538,33
1,1,0,5.76832,49
21,0,1,5.9135,48
4,1,1,5.78383,31
13,0,1,5.52146,43
12,0,1,5.70378,58
18,0,1,5.8861,59
15,0,1,5.99396,43
9,1,1,5.56068,21
12,0,1,6.18415,25
1,1,0,6.04737,24
2,0,1,6.10925,46
2,1,0,5.99146,53
1,1,0,6.2804,27
1,0,0,5.78383,34
9,0,1,6.30992,43
3,0,1,5.48064,23
5,1,0,4.89784,23
14,1,0,5.07517,27
1,1,0,6.39693,28
27,0,0,5.07517,26
3,0,0,5.01064,23
2,1,1,5.48064,33
3,0,1,5.70044,26
18,0,1,6.48768,61
3,0,1,4.82831,29
8,0,0,5.82895,30
1,0,1,5.63479,30
28,0,1,5.72031,29
6,1,0,5.01064,25
2,1,0,5.99146,25
2,1,0,6.39693,48
13,0,0,4.89784,24
22,0,1,5.77455,35
2,0,0,5.85793,53
18,1,0,6.39693,51
11,0,1,5.29832,21
6,0,1,6.21461,48
12,0,1,5.70378,56
6,1,1,5.07517,50
13,0,0,3.21888,24
15,0,0,5.01064,22
27,0,0,5.29832,43
13,1,1,6.47697,36
5,1,1,5.48064,33
7,0,1,5.39816,24
14,0,1,6.01616,27
3,0,0,5.48064,54
2,1,0,5.01064,21
16,0,0,5.85793,49
1,1,0,5.99146,27
2,1,1,5.29832,22
2,1,1,6.25383,29
13,0,0,5.99146,50
14,1,0,6.35784,33
1,1,0,6.21461,32
5,0,1,5.04986,24
18,1,1,5.43808,30
8,1,1,5.99146,36
10,0,1,5.70378,35
19,0,1,6.10925,43
1,0,1,5.40717,34
2,1,1,5.76832,24
7,0,0,6.68461,52
4,0,1,5.66643,24
19,0,1,6.01127,39
12,0,1,5.70378,51
7,1,1,5.99146,28
3,0,1,6.63332,42
8,0,0,4.78749,28
3,0,1,5.29832,22
11,0,1,5.76832,26
13,0,1,5.59842,26
13,0,1,5.70378,29
6,0,1,5.63479,24
14,0,0,4.94164,21
5,1,0,6.62007,41
5,0,1,5.85793,31
10,0,1,6.30992,40
6,0,1,5.34711,29
14,0,1,5.39363,27
12,1,1,5.29832,23
1,1,0,6.19441,24
11,1,1,5.52146,38
6,0,0,5.29832,24
3,0,0,5.99146,32
6,1,1,5.85793,31
1,0,0,4.94164,36
4,0,0,6.39693,43
6,0,0,4.82831,34
7,0,1,6.64639,43
8,0,1,5.5835,24
23,0,1,6.39693,34
6,1,0,6.55108,32
7,0,1,5.8861,33
18,0,0,5.01064,21
4,0,1,6.35437,61
18,0,1,5.70378,38
8,1,1,6.21461,37
1,1,0,7.1309,56
1,1,0,6.21461,29
1,0,0,6.31897,38
1,0,0,6.39693,26
12,0,1,5.99146,31
3,1,1,6.04501,24
9,0,1,6.17379,44
21,0,1,5.70378,34
14,0,1,5.29832,36
13,0,1,5.01064,40
28,0,1,6.21461,48
3,0,1,5.98645,28
27,0,0,4.92725,31
2,0,0,6.28413,46
9,0,0,6.05209,29
12,1,1,5.8861,31
12,0,1,5.8861,38
1,0,0,5.52146,33
7,1,1,5.70378,21
2,0,0,5.29832,39
4,1,1,5.59842,51
2,1,1,5.82895,46
7,0,0,5.29832,26
11,0,1,5.68017,27
3,1,0,5.52146,48
4,0,1,5.48064,42
5,1,1,5.70378,31
2,1,0,5.52146,29
2,0,0,5.07517,20
2,0,0,5.82895,23
10,1,0,5.07517,22
14,0,1,5.52146,27
8,0,1,5.01064,48
8,0,1,5.01064,55
6,0,1,5.39363,45
1,1,0,5.52146,26
2,1,0,5.29832,30
1,1,0,5.29832,20
1,1,0,5.85793,31
3,0,0,5.85793,28
1,0,0,5.01064,24
2,0,0,5.52146,32
2,0,0,5.70378,30
8,0,1,5.39363,34
13,0,0,4.84419,22
9,0,0,5.29832,52
1,0,0,5.70378,23
7,0,0,5.07517,28
15,1,1,5.59842,44
5,0,0,5.24702,22
7,0,0,6.10925,27
7,0,0,5.07517,59
1,0,0,6.10925,36
1,0,0,5.48064,37
5,0,0,5.34711,24
17,1,0,5.70378,53
3,0,0,5.52146,23
1,1,0,5.52146,22
2,0,0,5.52146,44
3,0,1,5.64897,57
3,0,1,5.39363,47
11,0,0,5.29832,52
11,0,1,6.80239,28
4,0,1,5.9135,37
1,0,0,4.89784,43
9,0,1,5.96615,49
27,0,0,5.10595,25
16,0,1,5.07517,34
3,0,1,5.99146,21
9,0,1,6.13123,27
3,1,1,5.29832,22
14,1,1,5.99146,29
1,1,0,6.35437,29
9,0,1,5.48064,22
4,0,0,7.37463,27
3,0,1,5.64545,61
5,0,1,5.9135,29
5,0,1,6.16331,48
14,0,1,5.85793,49
3,1,1,6.05209,34
7,1,1,5.70378,38
1,1,0,6.59441,36
5,0,0,5.19296,40
3,1,0,5.76832,25
13,1,1,5.92693,37
2,1,1,5.55296,53
7,0,1,6.62007,46
2,0,1,5.29832,34
1,0,0,5.15906,21
5,0,0,4.7362,21
4,1,1,6.55108,60
1,0,0,5.48064,20
5,0,1,5.99146,33
2,0,1,5.8861,26
14,1,1,5.1358,32
1,1,0,5.56068,22
7,0,1,5.24702,46
5,0,1,5.2832,54
18,0,1,6.03069,49
11,1,1,6.286,48
21,0,0,4.60517,27
9,0,1,5.82895,57
9,0,1,5.79909,34
2,0,0,5.01064,37
2,0,0,5.19296,40
9,0,1,5.85793,23
2,0,1,6.09131,44
13,1,1,5.99146,42
1,1,0,5.29832,22
2,0,0,4.91998,21
7,1,1,5.52943,47
1,0,0,6.13123,22
12,1,1,5.84644,45
16,1,0,5.01064,34
7,0,1,5.90536,28
1,1,0,6.15698,49
2,0,0,5.76832,28
16,0,1,5.59471,36
5,0,1,5.66988,26
3,0,0,6.04973,34
3,0,0,5.01064,29
9,1,1,5.48064,23
3,0,0,5.01064,21
3,1,0,5.29832,44
7,0,1,5.02388,20
2,0,0,5.70378,23
3,0,0,5.48064,39
10,0,1,5.48064,32
3,1,0,5.63479,24
7,1,1,5.57973,33
1,0,1,5.45959,28
3,1,0,5.72031,49
3,0,1,5.34711,51
11,0,1,6.35437,29
2,0,1,5.85793,30
6,0,0,5.24702,27
7,0,0,5.07517,25
2,1,1,5.56068,25
5,1,0,6.21461,37
4,0,0,5.52146,24
5,0,1,5.87493,40
5,0,0,4.78749,26
7,0,1,5.24702,37
7,0,1,5.63479,27
8,0,1,6.38012,22
1,0,0,5.85793,26
4,0,1,5.27811,56
4,0,1,5.85793,51
5,0,0,5.81413,52
1,0,0,5.52146,23
25,0,0,5.19296,40
2,1,0,5.01064,46
8,0,0,6.70564,52
1,0,0,5.61677,37
1,1,0,6.90776,53
3,1,0,5.52146,25
3,0,0,5.85793,40
1,0,1,6.06379,44
9,0,1,5.19296,20
16,0,1,5.70378,39
5,0,1,5.24175,47
13,1,0,5.70378,42
5,0,1,5.99146,28
12,1,1,5.52146,55
2,0,0,5.70378,25
2,0,0,5.52146,24
8,0,1,5.40268,37
6,1,1,5.73657,34
9,0,1,6.05209,54
1,1,0,5.63479,38
11,0,0,5.99146,60
2,0,1,6.27288,31
2,0,0,5.94017,26
3,1,0,6.31536,29
8,1,1,6.47697,42
20,0,1,6.55108,53
2,1,1,7.00307,55
14,0,1,5.29832,21
2,0,0,5.70378,37
5,1,0,5.29832,24
3,1,1,6.39693,50
5,0,1,6.10925,47
6,0,1,5.9135,42
27,0,1,6.39024,58
2,1,0,6.55108,25
